Date,Product Name,Category,Units Sold,Price,Revenue,Discount,Units Returned,Location,Platform,Return Rate,Month/Year,Discount Bucket 
3/30/2020,Pre-Workout,Performance,155.00,$16.71,"$2,590.05",24.00%,1.00,USA,Amazon,0.65%,Mar 2020,20–25%
3/30/2020,BCAA,Amino Acid,140.00,$43.98,"$6,157.20",2.00%,1.00,UK,Walmart,0.71%,Mar 2020,0–5%
3/30/2020,Creatine,Performance,162.00,$37.33,"$6,047.46",11.00%,0.00,USA,Amazon,0.00%,Mar 2020,10–15%
3/30/2020,Zinc,Mineral,136.00,$20.46,"$2,782.56",1.00%,2.00,USA,Amazon,1.47%,Mar 2020,0–5%
3/30/2020,Collagen Peptides,Protein,165.00,$58.03,"$9,574.95",5.00%,4.00,Canada,iHerb,2.42%,Mar 2020,0–5%
3/30/2020,Magnesium,Mineral,141.00,$39.68,"$5,594.88",2.00%,2.00,UK,iHerb,1.42%,Mar 2020,0–5%
3/30/2020,Ashwagandha,Herbal,160.00,$33.85,"$5,416.00",18.00%,1.00,USA,Walmart,0.63%,Mar 2020,15–20%
3/30/2020,Melatonin,Sleep Aid,155.00,$18.13,"$2,810.15",14.00%,2.00,UK,iHerb,1.29%,Mar 2020,10–15%
3/30/2020,Biotin,Vitamin,150.00,$10.45,"$1,567.50",9.00%,3.00,UK,Amazon,2.00%,Mar 2020,5–10%
3/30/2020,Green Tea Extract,Fat Burner,140.00,$21.10,"$2,954.00",8.00%,3.00,USA,iHerb,2.14%,Mar 2020,5–10%
3/30/2020,Iron Supplement,Mineral,158.00,$31.44,"$4,967.52",1.00%,1.00,UK,iHerb,0.63%,Mar 2020,0–5%
3/30/2020,Electrolyte Powder,Hydration,156.00,$24.44,"$3,812.64",10.00%,3.00,USA,Amazon,1.92%,Mar 2020,5–10%
4/6/2020,Whey Protein,Protein,160.00,$29.62,"$4,739.20",19.00%,3.00,UK,iHerb,1.88%,Apr 2020,15–20%
4/6/2020,Vitamin C,Vitamin,178.00,$27.86,"$4,959.08",20.00%,1.00,UK,Walmart,0.56%,Apr 2020,15–20%
4/6/2020,Fish Oil,Omega,152.00,$42.83,"$6,510.16",6.00%,0.00,USA,Amazon,0.00%,Apr 2020,5–10%
4/6/2020,Multivitamin,Vitamin,171.00,$35.30,"$6,036.30",6.00%,0.00,USA,Amazon,0.00%,Apr 2020,5–10%
4/6/2020,Pre-Workout,Performance,116.00,$53.34,"$6,187.44",7.00%,3.00,UK,Walmart,2.59%,Apr 2020,5–10%
4/6/2020,BCAA,Amino Acid,153.00,$39.00,"$5,967.00",13.00%,2.00,USA,Walmart,1.31%,Apr 2020,10–15%
4/6/2020,Creatine,Performance,142.00,$54.70,"$7,767.40",24.00%,3.00,USA,Walmart,2.11%,Apr 2020,20–25%
4/6/2020,Zinc,Mineral,147.00,$33.82,"$4,971.54",12.00%,0.00,Canada,Amazon,0.00%,Apr 2020,10–15%
4/6/2020,Collagen Peptides,Protein,153.00,$26.58,"$4,066.74",21.00%,0.00,Canada,iHerb,0.00%,Apr 2020,20–25%
4/6/2020,Magnesium,Mineral,127.00,$57.04,"$7,244.08",13.00%,1.00,Canada,iHerb,0.79%,Apr 2020,10–15%
4/6/2020,Ashwagandha,Herbal,162.00,$26.61,"$4,310.82",17.00%,2.00,Canada,Amazon,1.23%,Apr 2020,15–20%
4/6/2020,Melatonin,Sleep Aid,156.00,$53.79,"$8,391.24",13.00%,1.00,USA,iHerb,0.64%,Apr 2020,10–15%
4/6/2020,Biotin,Vitamin,147.00,$16.39,"$2,409.33",19.00%,0.00,UK,Amazon,0.00%,Apr 2020,15–20%
4/6/2020,Green Tea Extract,Fat Burner,147.00,$12.73,"$1,871.31",24.00%,0.00,UK,Walmart,0.00%,Apr 2020,20–25%
4/6/2020,Iron Supplement,Mineral,143.00,$21.52,"$3,077.36",0.00%,2.00,USA,Amazon,1.40%,Apr 2020,0–5%
4/6/2020,Electrolyte Powder,Hydration,185.00,$43.15,"$7,982.75",19.00%,3.00,UK,iHerb,1.62%,Apr 2020,15–20%
4/13/2020,Whey Protein,Protein,147.00,$26.26,"$3,860.22",18.00%,2.00,Canada,Walmart,1.36%,Apr 2020,15–20%
4/13/2020,Vitamin C,Vitamin,137.00,$55.10,"$7,548.70",20.00%,4.00,USA,Walmart,2.92%,Apr 2020,15–20%
4/13/2020,Fish Oil,Omega,160.00,$39.53,"$6,324.80",17.00%,0.00,USA,iHerb,0.00%,Apr 2020,15–20%
4/13/2020,Multivitamin,Vitamin,151.00,$18.37,"$2,773.87",20.00%,2.00,USA,Amazon,1.32%,Apr 2020,15–20%
4/13/2020,Pre-Workout,Performance,178.00,$23.27,"$4,142.06",15.00%,1.00,USA,Amazon,0.56%,Apr 2020,10–15%
4/13/2020,BCAA,Amino Acid,158.00,$15.13,"$2,390.54",13.00%,1.00,Canada,iHerb,0.63%,Apr 2020,10–15%
4/13/2020,Creatine,Performance,145.00,$51.38,"$7,450.10",17.00%,2.00,UK,Walmart,1.38%,Apr 2020,15–20%
4/13/2020,Zinc,Mineral,149.00,$44.73,"$6,664.77",18.00%,3.00,Canada,Amazon,2.01%,Apr 2020,15–20%
4/13/2020,Collagen Peptides,Protein,142.00,$19.76,"$2,805.92",9.00%,1.00,USA,Amazon,0.70%,Apr 2020,5–10%
4/13/2020,Magnesium,Mineral,157.00,$38.10,"$5,981.70",24.00%,1.00,UK,iHerb,0.64%,Apr 2020,20–25%
4/13/2020,Ashwagandha,Herbal,146.00,$49.31,"$7,199.26",18.00%,1.00,Canada,iHerb,0.68%,Apr 2020,15–20%
4/13/2020,Melatonin,Sleep Aid,140.00,$50.86,"$7,120.40",14.00%,4.00,Canada,Walmart,2.86%,Apr 2020,10–15%
4/13/2020,Biotin,Vitamin,123.00,$45.92,"$5,648.16",22.00%,0.00,UK,Amazon,0.00%,Apr 2020,20–25%
4/13/2020,Green Tea Extract,Fat Burner,162.00,$29.83,"$4,832.46",3.00%,3.00,USA,Amazon,1.85%,Apr 2020,0–5%
4/13/2020,Iron Supplement,Mineral,136.00,$24.50,"$3,332.00",22.00%,2.00,Canada,Walmart,1.47%,Apr 2020,20–25%
4/13/2020,Electrolyte Powder,Hydration,162.00,$41.24,"$6,680.88",14.00%,3.00,USA,Walmart,1.85%,Apr 2020,10–15%
4/20/2020,Whey Protein,Protein,169.00,$43.70,"$7,385.30",1.00%,2.00,USA,Walmart,1.18%,Apr 2020,0–5%
4/20/2020,Vitamin C,Vitamin,142.00,$27.65,"$3,926.30",16.00%,1.00,Canada,iHerb,0.70%,Apr 2020,15–20%
4/20/2020,Fish Oil,Omega,159.00,$13.42,"$2,133.78",20.00%,1.00,UK,iHerb,0.63%,Apr 2020,15–20%
4/20/2020,Multivitamin,Vitamin,148.00,$26.62,"$3,939.76",1.00%,1.00,USA,Amazon,0.68%,Apr 2020,0–5%
4/20/2020,Pre-Workout,Performance,176.00,$43.57,"$7,668.32",16.00%,1.00,USA,Walmart,0.57%,Apr 2020,15–20%
4/20/2020,BCAA,Amino Acid,147.00,$15.07,"$2,215.29",7.00%,1.00,USA,iHerb,0.68%,Apr 2020,5–10%
4/20/2020,Creatine,Performance,148.00,$13.38,"$1,980.24",13.00%,0.00,Canada,Walmart,0.00%,Apr 2020,10–15%
4/20/2020,Zinc,Mineral,188.00,$30.18,"$5,673.84",18.00%,2.00,USA,iHerb,1.06%,Apr 2020,15–20%
4/20/2020,Collagen Peptides,Protein,147.00,$29.88,"$4,392.36",7.00%,0.00,USA,iHerb,0.00%,Apr 2020,5–10%
4/20/2020,Magnesium,Mineral,149.00,$24.37,"$3,631.13",16.00%,4.00,USA,Amazon,2.68%,Apr 2020,15–20%
4/20/2020,Ashwagandha,Herbal,154.00,$13.78,"$2,122.12",24.00%,1.00,Canada,Amazon,0.65%,Apr 2020,20–25%
4/20/2020,Melatonin,Sleep Aid,130.00,$41.18,"$5,353.40",16.00%,0.00,USA,Amazon,0.00%,Apr 2020,15–20%
4/20/2020,Biotin,Vitamin,141.00,$45.33,"$6,391.53",15.00%,1.00,UK,Amazon,0.71%,Apr 2020,10–15%
4/20/2020,Green Tea Extract,Fat Burner,141.00,$53.30,"$7,515.30",24.00%,0.00,UK,Amazon,0.00%,Apr 2020,20–25%
4/20/2020,Iron Supplement,Mineral,159.00,$20.13,"$3,200.67",15.00%,2.00,USA,iHerb,1.26%,Apr 2020,10–15%
4/20/2020,Electrolyte Powder,Hydration,157.00,$10.77,"$1,690.89",15.00%,1.00,UK,Amazon,0.64%,Apr 2020,10–15%
4/27/2020,Whey Protein,Protein,148.00,$29.95,"$4,432.60",21.00%,0.00,USA,Amazon,0.00%,Apr 2020,20–25%
4/27/2020,Vitamin C,Vitamin,131.00,$31.68,"$4,150.08",2.00%,2.00,USA,iHerb,1.53%,Apr 2020,0–5%
4/27/2020,Fish Oil,Omega,170.00,$22.94,"$3,899.80",11.00%,2.00,Canada,iHerb,1.18%,Apr 2020,10–15%
4/27/2020,Multivitamin,Vitamin,154.00,$22.10,"$3,403.40",18.00%,0.00,USA,Walmart,0.00%,Apr 2020,15–20%
4/27/2020,Pre-Workout,Performance,138.00,$46.94,"$6,477.72",0.00%,0.00,UK,Walmart,0.00%,Apr 2020,0–5%
4/27/2020,BCAA,Amino Acid,139.00,$22.38,"$3,110.82",2.00%,1.00,USA,Walmart,0.72%,Apr 2020,0–5%
4/27/2020,Creatine,Performance,159.00,$43.64,"$6,938.76",2.00%,4.00,Canada,Amazon,2.52%,Apr 2020,0–5%
4/27/2020,Zinc,Mineral,164.00,$51.15,"$8,388.60",23.00%,2.00,USA,iHerb,1.22%,Apr 2020,20–25%
4/27/2020,Collagen Peptides,Protein,138.00,$47.14,"$6,505.32",18.00%,1.00,UK,iHerb,0.72%,Apr 2020,15–20%
4/27/2020,Magnesium,Mineral,127.00,$56.04,"$7,117.08",15.00%,1.00,Canada,Walmart,0.79%,Apr 2020,10–15%
4/27/2020,Ashwagandha,Herbal,141.00,$54.77,"$7,722.57",17.00%,2.00,UK,Walmart,1.42%,Apr 2020,15–20%
4/27/2020,Melatonin,Sleep Aid,148.00,$22.42,"$3,318.16",18.00%,1.00,Canada,Walmart,0.68%,Apr 2020,15–20%
4/27/2020,Biotin,Vitamin,148.00,$56.81,"$8,407.88",2.00%,3.00,UK,Walmart,2.03%,Apr 2020,0–5%
4/27/2020,Green Tea Extract,Fat Burner,142.00,$11.10,"$1,576.20",8.00%,1.00,Canada,iHerb,0.70%,Apr 2020,5–10%
4/27/2020,Iron Supplement,Mineral,124.00,$56.36,"$6,988.64",3.00%,2.00,Canada,Walmart,1.61%,Apr 2020,0–5%
4/27/2020,Electrolyte Powder,Hydration,147.00,$23.01,"$3,382.47",4.00%,0.00,Canada,iHerb,0.00%,Apr 2020,0–5%
5/4/2020,Whey Protein,Protein,127.00,$43.21,"$5,487.67",22.00%,2.00,Canada,iHerb,1.57%,May 2020,20–25%
5/4/2020,Vitamin C,Vitamin,157.00,$24.46,"$3,840.22",8.00%,1.00,UK,iHerb,0.64%,May 2020,5–10%
5/4/2020,Fish Oil,Omega,150.00,$27.84,"$4,176.00",9.00%,3.00,Canada,iHerb,2.00%,May 2020,5–10%
5/4/2020,Multivitamin,Vitamin,161.00,$55.69,"$8,966.09",24.00%,1.00,UK,Walmart,0.62%,May 2020,20–25%
5/4/2020,Pre-Workout,Performance,145.00,$57.06,"$8,273.70",22.00%,0.00,Canada,iHerb,0.00%,May 2020,20–25%
5/4/2020,BCAA,Amino Acid,146.00,$35.16,"$5,133.36",5.00%,3.00,Canada,iHerb,2.05%,May 2020,0–5%
5/4/2020,Creatine,Performance,156.00,$52.94,"$8,258.64",19.00%,1.00,Canada,Amazon,0.64%,May 2020,15–20%
5/4/2020,Zinc,Mineral,154.00,$43.68,"$6,726.72",4.00%,2.00,Canada,iHerb,1.30%,May 2020,0–5%
5/4/2020,Collagen Peptides,Protein,140.00,$18.26,"$2,556.40",0.00%,2.00,UK,iHerb,1.43%,May 2020,0–5%
5/4/2020,Magnesium,Mineral,159.00,$18.07,"$2,873.13",2.00%,0.00,UK,iHerb,0.00%,May 2020,0–5%
5/4/2020,Ashwagandha,Herbal,140.00,$15.27,"$2,137.80",6.00%,1.00,UK,Walmart,0.71%,May 2020,5–10%
5/4/2020,Melatonin,Sleep Aid,154.00,$12.89,"$1,985.06",10.00%,1.00,Canada,iHerb,0.65%,May 2020,5–10%
5/4/2020,Biotin,Vitamin,154.00,$30.79,"$4,741.66",11.00%,1.00,USA,Amazon,0.65%,May 2020,10–15%
5/4/2020,Green Tea Extract,Fat Burner,157.00,$18.58,"$2,917.06",13.00%,1.00,USA,iHerb,0.64%,May 2020,10–15%
5/4/2020,Iron Supplement,Mineral,166.00,$36.63,"$6,080.58",3.00%,2.00,USA,iHerb,1.20%,May 2020,0–5%
5/4/2020,Electrolyte Powder,Hydration,133.00,$17.14,"$2,279.62",17.00%,0.00,USA,Amazon,0.00%,May 2020,15–20%
5/11/2020,Whey Protein,Protein,146.00,$20.22,"$2,952.12",13.00%,1.00,Canada,iHerb,0.68%,May 2020,10–15%
5/11/2020,Vitamin C,Vitamin,127.00,$38.03,"$4,829.81",16.00%,2.00,USA,Amazon,1.57%,May 2020,15–20%
5/11/2020,Fish Oil,Omega,141.00,$46.17,"$6,509.97",13.00%,3.00,UK,iHerb,2.13%,May 2020,10–15%
5/11/2020,Multivitamin,Vitamin,163.00,$34.25,"$5,582.75",8.00%,3.00,Canada,Amazon,1.84%,May 2020,5–10%
5/11/2020,Pre-Workout,Performance,148.00,$52.75,"$7,807.00",22.00%,1.00,Canada,Amazon,0.68%,May 2020,20–25%
5/11/2020,BCAA,Amino Acid,128.00,$50.18,"$6,423.04",23.00%,0.00,USA,Walmart,0.00%,May 2020,20–25%
5/11/2020,Creatine,Performance,127.00,$29.47,"$3,742.69",14.00%,4.00,Canada,iHerb,3.15%,May 2020,10–15%
5/11/2020,Zinc,Mineral,127.00,$13.71,"$1,741.17",9.00%,2.00,USA,Walmart,1.57%,May 2020,5–10%
5/11/2020,Collagen Peptides,Protein,152.00,$21.01,"$3,193.52",9.00%,1.00,Canada,iHerb,0.66%,May 2020,5–10%
5/11/2020,Magnesium,Mineral,127.00,$33.21,"$4,217.67",18.00%,2.00,USA,iHerb,1.57%,May 2020,15–20%
5/11/2020,Ashwagandha,Herbal,158.00,$20.88,"$3,299.04",17.00%,1.00,Canada,Amazon,0.63%,May 2020,15–20%
5/11/2020,Melatonin,Sleep Aid,160.00,$13.32,"$2,131.20",19.00%,2.00,Canada,iHerb,1.25%,May 2020,15–20%
5/11/2020,Biotin,Vitamin,161.00,$50.15,"$8,074.15",13.00%,0.00,Canada,Walmart,0.00%,May 2020,10–15%
5/11/2020,Green Tea Extract,Fat Burner,156.00,$47.11,"$7,349.16",4.00%,0.00,Canada,iHerb,0.00%,May 2020,0–5%
5/11/2020,Iron Supplement,Mineral,168.00,$55.41,"$9,308.88",19.00%,2.00,USA,Walmart,1.19%,May 2020,15–20%
5/11/2020,Electrolyte Powder,Hydration,156.00,$38.94,"$6,074.64",16.00%,0.00,UK,iHerb,0.00%,May 2020,15–20%
5/18/2020,Whey Protein,Protein,149.00,$23.55,"$3,508.95",5.00%,1.00,USA,iHerb,0.67%,May 2020,0–5%
5/18/2020,Vitamin C,Vitamin,140.00,$31.24,"$4,373.60",23.00%,1.00,USA,iHerb,0.71%,May 2020,20–25%
5/18/2020,Fish Oil,Omega,138.00,$44.81,"$6,183.78",10.00%,2.00,Canada,Amazon,1.45%,May 2020,5–10%
5/18/2020,Multivitamin,Vitamin,156.00,$23.60,"$3,681.60",17.00%,1.00,Canada,iHerb,0.64%,May 2020,15–20%
5/18/2020,Pre-Workout,Performance,175.00,$26.23,"$4,590.25",7.00%,1.00,Canada,iHerb,0.57%,May 2020,5–10%
5/18/2020,BCAA,Amino Acid,157.00,$39.77,"$6,243.89",7.00%,2.00,UK,Amazon,1.27%,May 2020,5–10%
5/18/2020,Creatine,Performance,162.00,$48.04,"$7,782.48",5.00%,0.00,Canada,Walmart,0.00%,May 2020,0–5%
5/18/2020,Zinc,Mineral,157.00,$31.62,"$4,964.34",1.00%,1.00,Canada,Amazon,0.64%,May 2020,0–5%
5/18/2020,Collagen Peptides,Protein,140.00,$11.95,"$1,673.00",17.00%,1.00,UK,iHerb,0.71%,May 2020,15–20%
5/18/2020,Magnesium,Mineral,168.00,$26.26,"$4,411.68",23.00%,6.00,Canada,iHerb,3.57%,May 2020,20–25%
5/18/2020,Ashwagandha,Herbal,163.00,$22.45,"$3,659.35",14.00%,0.00,Canada,Walmart,0.00%,May 2020,10–15%
5/18/2020,Melatonin,Sleep Aid,144.00,$50.33,"$7,247.52",21.00%,6.00,USA,Amazon,4.17%,May 2020,20–25%
5/18/2020,Biotin,Vitamin,140.00,$30.56,"$4,278.40",3.00%,0.00,UK,iHerb,0.00%,May 2020,0–5%
5/18/2020,Green Tea Extract,Fat Burner,145.00,$38.31,"$5,554.95",8.00%,2.00,UK,Walmart,1.38%,May 2020,5–10%
5/18/2020,Iron Supplement,Mineral,140.00,$48.22,"$6,750.80",16.00%,2.00,Canada,Amazon,1.43%,May 2020,15–20%
5/18/2020,Electrolyte Powder,Hydration,154.00,$41.23,"$6,349.42",22.00%,2.00,USA,iHerb,1.30%,May 2020,20–25%
5/25/2020,Whey Protein,Protein,160.00,$45.37,"$7,259.20",10.00%,1.00,UK,Amazon,0.63%,May 2020,5–10%
5/25/2020,Vitamin C,Vitamin,153.00,$56.46,"$8,638.38",9.00%,1.00,UK,iHerb,0.65%,May 2020,5–10%
5/25/2020,Fish Oil,Omega,162.00,$39.66,"$6,424.92",1.00%,1.00,Canada,Amazon,0.62%,May 2020,0–5%
5/25/2020,Multivitamin,Vitamin,156.00,$28.66,"$4,470.96",24.00%,0.00,UK,Amazon,0.00%,May 2020,20–25%
5/25/2020,Pre-Workout,Performance,150.00,$44.86,"$6,729.00",16.00%,1.00,Canada,Amazon,0.67%,May 2020,15–20%
5/25/2020,BCAA,Amino Acid,136.00,$39.97,"$5,435.92",4.00%,2.00,Canada,Walmart,1.47%,May 2020,0–5%
5/25/2020,Creatine,Performance,148.00,$51.87,"$7,676.76",4.00%,0.00,UK,iHerb,0.00%,May 2020,0–5%
5/25/2020,Zinc,Mineral,161.00,$44.98,"$7,241.78",21.00%,3.00,UK,Amazon,1.86%,May 2020,20–25%
5/25/2020,Collagen Peptides,Protein,150.00,$17.68,"$2,652.00",14.00%,1.00,UK,Amazon,0.67%,May 2020,10–15%
5/25/2020,Magnesium,Mineral,171.00,$39.64,"$6,778.44",9.00%,0.00,Canada,Walmart,0.00%,May 2020,5–10%
5/25/2020,Ashwagandha,Herbal,129.00,$54.05,"$6,972.45",22.00%,2.00,USA,iHerb,1.55%,May 2020,20–25%
5/25/2020,Melatonin,Sleep Aid,139.00,$54.30,"$7,547.70",5.00%,2.00,USA,Amazon,1.44%,May 2020,0–5%
5/25/2020,Biotin,Vitamin,142.00,$59.86,"$8,500.12",1.00%,3.00,UK,iHerb,2.11%,May 2020,0–5%
5/25/2020,Green Tea Extract,Fat Burner,149.00,$13.12,"$1,954.88",8.00%,0.00,UK,Walmart,0.00%,May 2020,5–10%
5/25/2020,Iron Supplement,Mineral,130.00,$13.55,"$1,761.50",5.00%,0.00,Canada,Amazon,0.00%,May 2020,0–5%
5/25/2020,Electrolyte Powder,Hydration,149.00,$15.05,"$2,242.45",4.00%,0.00,UK,Amazon,0.00%,May 2020,0–5%
6/1/2020,Whey Protein,Protein,142.00,$26.31,"$3,736.02",7.00%,0.00,USA,iHerb,0.00%,Jun 2020,5–10%
6/1/2020,Vitamin C,Vitamin,134.00,$27.77,"$3,721.18",17.00%,0.00,UK,Walmart,0.00%,Jun 2020,15–20%
6/1/2020,Fish Oil,Omega,139.00,$17.35,"$2,411.65",9.00%,3.00,USA,iHerb,2.16%,Jun 2020,5–10%
6/1/2020,Multivitamin,Vitamin,136.00,$34.23,"$4,655.28",8.00%,1.00,Canada,Amazon,0.74%,Jun 2020,5–10%
6/1/2020,Pre-Workout,Performance,162.00,$39.03,"$6,322.86",13.00%,0.00,USA,Amazon,0.00%,Jun 2020,10–15%
6/1/2020,BCAA,Amino Acid,154.00,$34.39,"$5,296.06",2.00%,1.00,Canada,Walmart,0.65%,Jun 2020,0–5%
6/1/2020,Creatine,Performance,143.00,$12.85,"$1,837.55",10.00%,1.00,Canada,iHerb,0.70%,Jun 2020,5–10%
6/1/2020,Zinc,Mineral,158.00,$43.36,"$6,850.88",19.00%,3.00,Canada,Walmart,1.90%,Jun 2020,15–20%
6/1/2020,Collagen Peptides,Protein,143.00,$52.01,"$7,437.43",25.00%,3.00,UK,iHerb,2.10%,Jun 2020,20–25%
6/1/2020,Magnesium,Mineral,145.00,$34.47,"$4,998.15",19.00%,1.00,Canada,iHerb,0.69%,Jun 2020,15–20%
6/1/2020,Ashwagandha,Herbal,149.00,$28.07,"$4,182.43",21.00%,1.00,Canada,Amazon,0.67%,Jun 2020,20–25%
6/1/2020,Melatonin,Sleep Aid,144.00,$48.12,"$6,929.28",3.00%,0.00,Canada,iHerb,0.00%,Jun 2020,0–5%
6/1/2020,Biotin,Vitamin,178.00,$38.39,"$6,833.42",14.00%,2.00,UK,Walmart,1.12%,Jun 2020,10–15%
6/1/2020,Green Tea Extract,Fat Burner,155.00,$37.63,"$5,832.65",9.00%,2.00,Canada,iHerb,1.29%,Jun 2020,5–10%
6/1/2020,Iron Supplement,Mineral,135.00,$19.26,"$2,600.10",7.00%,0.00,Canada,Walmart,0.00%,Jun 2020,5–10%
6/1/2020,Electrolyte Powder,Hydration,137.00,$24.29,"$3,327.73",23.00%,4.00,USA,Amazon,2.92%,Jun 2020,20–25%
6/8/2020,Whey Protein,Protein,152.00,$28.73,"$4,366.96",20.00%,1.00,UK,Amazon,0.66%,Jun 2020,15–20%
6/8/2020,Vitamin C,Vitamin,130.00,$52.26,"$6,793.80",20.00%,0.00,USA,Walmart,0.00%,Jun 2020,15–20%
6/8/2020,Fish Oil,Omega,156.00,$20.91,"$3,261.96",22.00%,1.00,USA,Amazon,0.64%,Jun 2020,20–25%
6/8/2020,Multivitamin,Vitamin,141.00,$53.53,"$7,547.73",20.00%,2.00,Canada,Walmart,1.42%,Jun 2020,15–20%
6/8/2020,Pre-Workout,Performance,159.00,$32.92,"$5,234.28",9.00%,0.00,Canada,iHerb,0.00%,Jun 2020,5–10%
6/8/2020,BCAA,Amino Acid,149.00,$12.00,"$1,788.00",7.00%,0.00,UK,iHerb,0.00%,Jun 2020,5–10%
6/8/2020,Creatine,Performance,140.00,$33.40,"$4,676.00",12.00%,2.00,USA,Walmart,1.43%,Jun 2020,10–15%
6/8/2020,Zinc,Mineral,136.00,$31.50,"$4,284.00",15.00%,7.00,USA,Walmart,5.15%,Jun 2020,10–15%
6/8/2020,Collagen Peptides,Protein,160.00,$51.38,"$8,220.80",4.00%,0.00,USA,Walmart,0.00%,Jun 2020,0–5%
6/8/2020,Magnesium,Mineral,138.00,$35.53,"$4,903.14",15.00%,3.00,Canada,iHerb,2.17%,Jun 2020,10–15%
6/8/2020,Ashwagandha,Herbal,150.00,$12.51,"$1,876.50",1.00%,1.00,Canada,Amazon,0.67%,Jun 2020,0–5%
6/8/2020,Melatonin,Sleep Aid,148.00,$18.03,"$2,668.44",1.00%,1.00,UK,Amazon,0.68%,Jun 2020,0–5%
6/8/2020,Biotin,Vitamin,140.00,$46.23,"$6,472.20",3.00%,2.00,UK,Walmart,1.43%,Jun 2020,0–5%
6/8/2020,Green Tea Extract,Fat Burner,142.00,$28.99,"$4,116.58",20.00%,1.00,USA,Amazon,0.70%,Jun 2020,15–20%
6/8/2020,Iron Supplement,Mineral,159.00,$48.64,"$7,733.76",6.00%,2.00,Canada,Amazon,1.26%,Jun 2020,5–10%
6/8/2020,Electrolyte Powder,Hydration,152.00,$29.37,"$4,464.24",2.00%,0.00,USA,iHerb,0.00%,Jun 2020,0–5%
6/15/2020,Whey Protein,Protein,163.00,$48.76,"$7,947.88",6.00%,1.00,UK,iHerb,0.61%,Jun 2020,5–10%
6/15/2020,Vitamin C,Vitamin,156.00,$23.27,"$3,630.12",15.00%,2.00,USA,iHerb,1.28%,Jun 2020,10–15%
6/15/2020,Fish Oil,Omega,143.00,$57.36,"$8,202.48",22.00%,2.00,Canada,Amazon,1.40%,Jun 2020,20–25%
6/15/2020,Multivitamin,Vitamin,142.00,$58.17,"$8,260.14",0.00%,2.00,UK,Walmart,1.41%,Jun 2020,0–5%
6/15/2020,Pre-Workout,Performance,158.00,$59.51,"$9,402.58",8.00%,1.00,UK,Walmart,0.63%,Jun 2020,5–10%
6/15/2020,BCAA,Amino Acid,129.00,$23.05,"$2,973.45",9.00%,2.00,Canada,Walmart,1.55%,Jun 2020,5–10%
6/15/2020,Creatine,Performance,174.00,$28.63,"$4,981.62",23.00%,0.00,Canada,Walmart,0.00%,Jun 2020,20–25%
6/15/2020,Zinc,Mineral,130.00,$39.76,"$5,168.80",4.00%,4.00,Canada,Walmart,3.08%,Jun 2020,0–5%
6/15/2020,Collagen Peptides,Protein,148.00,$22.33,"$3,304.84",12.00%,2.00,USA,Amazon,1.35%,Jun 2020,10–15%
6/15/2020,Magnesium,Mineral,159.00,$38.89,"$6,183.51",23.00%,3.00,UK,iHerb,1.89%,Jun 2020,20–25%
6/15/2020,Ashwagandha,Herbal,160.00,$10.34,"$1,654.40",5.00%,2.00,USA,iHerb,1.25%,Jun 2020,0–5%
6/15/2020,Melatonin,Sleep Aid,147.00,$54.23,"$7,971.81",22.00%,3.00,USA,Walmart,2.04%,Jun 2020,20–25%
6/15/2020,Biotin,Vitamin,143.00,$23.58,"$3,371.94",5.00%,0.00,USA,iHerb,0.00%,Jun 2020,0–5%
6/15/2020,Green Tea Extract,Fat Burner,144.00,$51.55,"$7,423.20",3.00%,2.00,Canada,iHerb,1.39%,Jun 2020,0–5%
6/15/2020,Iron Supplement,Mineral,151.00,$34.64,"$5,230.64",7.00%,2.00,UK,Walmart,1.32%,Jun 2020,5–10%
6/15/2020,Electrolyte Powder,Hydration,148.00,$15.83,"$2,342.84",14.00%,3.00,USA,Walmart,2.03%,Jun 2020,10–15%
6/22/2020,Whey Protein,Protein,144.00,$42.93,"$6,181.92",23.00%,2.00,Canada,iHerb,1.39%,Jun 2020,20–25%
6/22/2020,Vitamin C,Vitamin,152.00,$54.92,"$8,347.84",10.00%,1.00,UK,Amazon,0.66%,Jun 2020,5–10%
6/22/2020,Fish Oil,Omega,162.00,$38.84,"$6,292.08",12.00%,0.00,UK,iHerb,0.00%,Jun 2020,10–15%
6/22/2020,Multivitamin,Vitamin,127.00,$46.94,"$5,961.38",1.00%,2.00,USA,iHerb,1.57%,Jun 2020,0–5%
6/22/2020,Pre-Workout,Performance,151.00,$18.63,"$2,813.13",14.00%,1.00,USA,Walmart,0.66%,Jun 2020,10–15%
6/22/2020,BCAA,Amino Acid,174.00,$59.18,"$10,297.32",6.00%,5.00,UK,iHerb,2.87%,Jun 2020,5–10%
6/22/2020,Creatine,Performance,148.00,$12.52,"$1,852.96",1.00%,2.00,UK,Amazon,1.35%,Jun 2020,0–5%
6/22/2020,Zinc,Mineral,148.00,$40.70,"$6,023.60",6.00%,2.00,UK,Amazon,1.35%,Jun 2020,5–10%
6/22/2020,Collagen Peptides,Protein,145.00,$51.03,"$7,399.35",12.00%,1.00,Canada,Walmart,0.69%,Jun 2020,10–15%
6/22/2020,Magnesium,Mineral,145.00,$26.41,"$3,829.45",5.00%,0.00,UK,iHerb,0.00%,Jun 2020,0–5%
6/22/2020,Ashwagandha,Herbal,149.00,$52.05,"$7,755.45",6.00%,1.00,Canada,iHerb,0.67%,Jun 2020,5–10%
